title,authors,journal,year,doi,pubmed_id,ifc_url,has_abstract,text_length,index,umap_x,umap_y,id
Glycine neurotransmission: Its role in development,"Salceda, R.","Frontiers in Neuroscience, 16",2022,10.3389/fnins.2022.947563,36188468,https://www.ifc.unam.mx/publicacion.php?scopus=85139255891,True,1013,268,6.222255,3.3257706,pub_268_b3235dbf
Diabetes Induces Permanent Deleterious Effects in the Olfactory Bulb Associated with Increased Tyrosine Hydroxylase Expression and ERK1/2 Phosphorylation,"Jiménez, A., Herrera-González, A., Organista-Juárez, D., Estudillo, E., Velasco, I., Guerrero-Vargas, N. N., Guzmán-Ruíz, M. A., & Guevara-Guzmán, R.","ACS Chemical Neuroscience, 13(19), 2821?2828",2022,10.1021/acschemneuro.2c00319,36122168,https://www.ifc.unam.mx/publicacion.php?scopus=85139119591,True,1247,269,7.18664,4.4622054,pub_269_c8edf0bd
De Novo Polycomb Recruitment and Repressive Domain Formation,"Hernández-Romero, I. A., & Valdes, V. J.","Epigenomes, 6(3), 25",2022,10.3390/epigenomes6030025,35997371,https://www.ifc.unam.mx/publicacion.php?scopus=85138686921,True,1287,270,3.379067,2.3889835,pub_270_5d3bd692
"A Brominated Furanone Inhibits Pseudomonas aeruginosa Quorum Sensing and Type III Secretion, Attenuating Its Virulence in a Murine Cutaneous Abscess Model","Muñoz-Cázares, N., Castillo-Juárez, I., García-Contreras, R., Castro-Torres, V. A., Díaz-Guerrero, M., Rodríguez-Zavala, J. S., Quezada, H., González-Pedrajo, B., & Martínez-Vázquez, M.","Biomedicines, 10(8), 1847",2022,10.3390/biomedicines10081847,36009394,https://www.ifc.unam.mx/publicacion.php?scopus=85137347021,True,1756,271,1.4915233,1.159624,pub_271_97352930
Embryoid Body Formation from Mouse and Human Pluripotent Stem Cells for Transplantation to Study Brain Microenvironment and Cellular Differentiation,"Guerra-Crespo, M., Collazo-Navarrete, O., Ramos-Acevedo, R., Morato-Torres, C. A., & Schüle, B.","Methods in Molecular Biology, 215?232",2021,10.1007/7651_2021_433,34611820,https://www.ifc.unam.mx/publicacion.php?scopus=85135282016,True,1287,272,6.135288,2.0959911,pub_272_a12bb244
"Personalization of Pharmacological Treatments for ADHD: Why it is
Advisable and Possible Options to Achieve it","Herrera-Morales, W. V., Ramírez-Lugo, L., Cauich-Kumul, R., Murillo-Rodríguez, E., & Núñez-Jaramillo, L.","Current Topics in Medicinal Chemistry, 22(15), 1236?1249",2022,10.2174/1568026622666220509155413,35579123,https://www.ifc.unam.mx/publicacion.php?scopus=85135165527,True,1211,273,7.315781,3.2812426,pub_273_bfddb5fe
A native IgE in complex with profilin provides insights into allergen recognition and cross-reactivity,"García-Ramírez, B., Mares-Mejía, I., Rodríguez-Hernández, A., Cano-Sánchez, P., Torres-Larios, A., Ortega, E., & Rodríguez-Romero, A.","Communications Biology, 5(1)",2022,10.1038/s42003-022-03718-w,35902770,https://www.ifc.unam.mx/publicacion.php?scopus=85135155240,True,1259,274,2.931895,0.5080386,pub_274_c94e950e
Role of gamma radiation on functional expression of the voltage-gated potassium channel Kv10,"Luis, E., Lara Figueroa, C. O., Durán Pastén, M. L., & Azorín Vega, E. P.",1 and its importance in the radiobiological response,2022,10.1016/j.apradiso.2022.110331,35764005,https://www.ifc.unam.mx/publicacion.php?scopus=85132947032,True,1246,275,3.5639136,6.982663,pub_275_9a712c36
Positively charged amino acids at the N terminus of select mitochondrial proteins mediate early recognition by import proteins ???-NAC and Sam37,"Avendaño-Monsalve, M. C., Mendoza-Martínez, A. E., Ponce-Rojas, J. C., Poot-Hernández, A. C., Rincón-Heredia, R., & Funes, S.","Journal of Biological Chemistry, 298(6), 101984",2022,10.1016/j.jbc.2022.101984,35487246,https://www.ifc.unam.mx/publicacion.php?scopus=85130680011,True,1835,276,2.7627661,4.0236897,pub_276_1c27fc46
Structure?activity features of purines and their receptors: implications in cell physiopathology,"Díaz-Muñoz, M., Hernández-Muñoz, R., & Butanda-Ochoa, A.","Molecular Biomedicine, 3(1)",2022,10.1186/s43556-022-00068-1,,https://www.ifc.unam.mx/publicacion.php?scopus=85130488486,True,1650,277,4.3536916,4.220353,pub_277_8584ebe0
Super-resolution microscopy for the study of store-operated calcium entry,"Bastian, C., Sampieri, A., Benavides, M. O., Guerrero, A., & Vaca, L.","Cell Calcium, 104, 102595",2022,10.1016/j.ceca.2022.102595,35561647,https://www.ifc.unam.mx/publicacion.php?scopus=85129760340,True,662,278,4.288221,5.0217357,pub_278_94f284aa
Decoding the Therapeutic Implications of the ER? Stability and Subcellular Distribution in Breast Cancer,"Tecalco-Cruz, A. C., Macías-Silva, M., Ramírez-Jarquín, J. O., & Ramírez-Jarquín, U. N.","Frontiers in Endocrinology, 13",2022,10.3389/fendo.2022.867448,,https://www.ifc.unam.mx/publicacion.php?scopus=85128852773,True,1068,279,4.0722733,2.1435347,pub_279_d1414dd2
Introduction to Genomic Network Reconstruction for Cancer Research,"de Anda-Jáuregui, G., Tovar, H., Alcalá-Corona, S., & Hernández-Lemus, E.","Systems Medicine, 197?214",2022,10.1007/978-1-0716-2265-0_10,35437724,https://www.ifc.unam.mx/publicacion.php?scopus=85128547941,True,1078,280,4.43395,2.0234478,pub_280_51fd8cb2
"Improved yield, stability, and cleavage reaction of a novel tobacco etch virus protease mutant","Enríquez-Flores, S., De la Mora-De la Mora, J. I., Flores-López, L. A., Cabrera, N., Fernández-Lainez, C., Hernández-Alcántara, G., Guerrero-Beltrán, C. E., López-Velázquez, G., & García-Torres, I.",Applied Microbiology and Biotechnology,2022,10.1007/s00253-022-11786-5,35092453,https://www.ifc.unam.mx/publicacion.php?scopus=85123947659,True,2143,281,2.8818078,0.6108369,pub_281_c8e38b5e
Comparative subcellular localization of NRF2 and KEAP1 during the hepatocellular carcinoma development in vivo,"Guerrero-Escalera, D., Alarcón-Sánchez, B. R., Arellanes-Robledo, J., Cruz-Rangel, A., del Pozo-Yauner, L., Chagoya de Sánchez, V., Resendis-Antonio, O., Villa-Treviño, S., Torres-Mena, J. E., & Pérez-Carreón, J. I.","Biochimica et Biophysica Acta (BBA) - Molecular Cell Research, 1869(5), 119222",2022,10.1016/j.bbamcr.2022.119222,35093454,https://www.ifc.unam.mx/publicacion.php?scopus=85123765309,True,1419,282,4.2719593,3.6397913,pub_282_8a0a247b
High glucose concentrations induce oxidative stress by inhibiting Nrf2 expression in rat Müller retinal cells in vitro,"Albert-Garay, J. S., Riesgo-Escovar, J. R., & Salceda, R.","Scientific Reports, 12(1)",2022,10.1038/s41598-022-05284-x,35075205,https://www.ifc.unam.mx/publicacion.php?scopus=85123493462,True,1394,283,6.023911,4.539754,pub_283_d06f5bac
Prokaryotic diversity across a pH gradient in the ?El Chichón? crater-lake: a naturally thermo-acidic environment,"Velázquez-Ríos, I. O., Rincón-Rosales, R., Gutiérrez-Miceli, F. A., Alcántara-Hernández, R. J., & Ruíz-Valdiviezo, V. M.","Extremophiles, 26(1)",2022,10.1007/s00792-022-01257-0,35059856,https://www.ifc.unam.mx/publicacion.php?scopus=85123486256,True,1468,284,0.7492947,2.8229847,pub_284_1f593be6
Fluorescent membrane potential assay for drug screening on Kv10,Gomez-Herrera MA; Patln E; Estrada-Garrido A; Hernandez-Cruz A; Luis E,1 channel: identification of BL-1249 as a channel activator,2023,,37554982,https://www.ifc.unam.mx/publicacion.php?ut=001043638000001,True,1136,285,3.5391755,6.9445095,pub_285_77e317ee
"Filamentous actin destabilization by H
            2
            O
            2
            favors DnmA aggregation, with crucial roles of cysteines 450 and 776 in mitochondrial and peroxisomal division in
            Aspergillus nidulans","Garrido-Bazán, V., Guzmán-Ocampo, D. C., Domínguez, L., & Aguirre, J.","MBio, 14(6)",2023,10.1128/mbio.02822-23,38014993,https://www.ifc.unam.mx/publicacion.php?scopus=85184470161,True,1259,286,1.6718904,4.3144083,pub_286_07929f3f
Insights into Zika Virus Pathogenesis and Potential Therapeutic Strategies,"Camacho-Concha, N., Santana-Román, M. E., Sánchez, N. C., Velasco, I., Pando-Robles, V., Pedraza-Alva, G., & Pérez-Martínez, L.","Biomedicines, 11(12), 3316",2023,10.3390/biomedicines11123316,38137537,https://www.ifc.unam.mx/publicacion.php?scopus=85180467084,True,1023,287,3.291742,1.1873757,pub_287_c00de9c1
Roles of the ?1B-Adrenergic Receptor Phosphorylation Domains in Signaling and Internalization,"Hernández-Espinosa, D. A., Alcántara-Hernández, R., Solís, K. H., & García-Sáinz, J. A.","International Journal of Molecular Sciences, 24(23), 16963",2023,10.3390/ijms242316963,38069285,https://www.ifc.unam.mx/publicacion.php?scopus=85179360351,True,1852,288,4.846238,5.334168,pub_288_c27927de
NR3C1 and NR3C2 Genes Increase the Risk of Suicide Attempt in Psychiatric Disorder Patients with History of Childhood Trauma,"Sanabrais-Jiménez, M., Esquivel-López, A., Sotelo-Ramírez, C., Aguilar-García, A., Ordoñez-Martínez, B., Jiménez-Pavón, J., Madrigal-Lara, M., Díaz-Vivanco, A., & Camarena, B.","Neuropsychiatric Disease and Treatment, Volume 19, 2561?2571",2023,10.2147/ndt.s431176,38035135,https://www.ifc.unam.mx/publicacion.php?scopus=85178145591,True,453,289,6.9505806,3.1793256,pub_289_5c6cd497
Top-down circuitry from the anterior insular cortex to VTA dopamine neurons modulates reward-related memory,"Hernández-Ortiz, E., Luis-Islas, J., Tecuapetla, F., Gutierrez, R., & Bermúdez-Rattoni, F.","Cell Reports, 42(11), 113365",2023,10.1016/j.celrep.2023.113365,37924513,https://www.ifc.unam.mx/publicacion.php?scopus=85175476504,True,1313,290,7.873162,2.8121424,pub_290_15413975
Longitudinal Changes in Mitochondrial DNA Copy Number and Telomere Length in Patients with Parkinson?s Disease,"Ortega-Vázquez, A., Sánchez-Badajos, S., Ramírez-García, M. Á., Alvarez-Luquín, D., López-López, M., Adalid-Peralta, L. V., & Monroy-Jaramillo, N.","Genes, 14(10), 1913",2023,10.3390/genes14101913,37895262,https://www.ifc.unam.mx/publicacion.php?scopus=85175279429,True,1461,291,5.606644,2.5015757,pub_291_603c1666
Effects of reversible SERCA inhibition on catecholamine exocytosis and intracellular [Ca2+] signaling in chromaffin cells from normotensive Wistar Kyoto rats and spontaneously hypertensive rats,"Parada-Parra, O. J., & Hernández-Cruz, A.",Pflügers Archiv - European Journal of Physiology,2023,10.1007/s00424-023-02859-z,37775569,https://www.ifc.unam.mx/publicacion.php?scopus=85173017100,True,2519,292,4.5355344,4.970147,pub_292_1c9bec1b
The conducting state of TRPA1 modulates channel lateral mobility,"Sampieri, A., Padilla-Flores, T., Thawani, A. R., Lam, P.-Y., Fuchter, M. J., Peterson, R., & Vaca, L.","Cell Calcium, 116, 102800",2023,10.1016/j.ceca.2023.102800,37776645,https://www.ifc.unam.mx/publicacion.php?scopus=85172678285,True,878,293,4.249827,6.909044,pub_293_d68bf928
Nucleoporin Nup358 Downregulation Tunes the Neuronal Excitability in Mouse Cortical Neurons,"Martínez-Rojas, V. A., Pischedda, F., Romero-Maldonado, I., Khalaf, B., Piccoli, G., Macchi, P., & Musio, C.","Life, 13(9), 1791",2023,10.3390/life13091791,37763196,https://www.ifc.unam.mx/publicacion.php?scopus=85172471098,True,1328,294,6.016959,2.9634778,pub_294_60989bcb
"Osmotic Stress Responses, Cell Wall Integrity, and Conidiation Are Regulated by a Histidine Kinase Sensor in Trichoderma atroviride","Calcáneo-Hernández, G., Landeros-Jaime, F., Cervantes-Chávez, J. A., Mendoza-Mendoza, A., & Esquivel-Naranjo, E. U.","Journal of Fungi, 9(9), 939",2023,10.3390/jof9090939,37755046,https://www.ifc.unam.mx/publicacion.php?scopus=85172278301,True,1448,295,0.90893805,3.9597387,pub_295_9d78e109
Inhibitory to non-inhibitory evolution of the ? subunit of the F1FO-ATPase of Paracoccus denitrificans and ?-proteobacteria as related to mitochondrial endosymbiosis,"Mendoza-Hoffmann, F., Yang, L., Buratto, D., Brito-Sánchez, J., Garduño-Javier, G., Salinas-López, E., Uribe-Álvarez, C., Ortega, R., Sotelo-Serrano, O., Cevallos, M. Á., Ramírez-Silva, L., Uribe-Carvajal, S., Pérez-Hernández, G., Celis-Sandoval, H., & García-Trejo, J. J.","Frontiers in Molecular Biosciences, 10",2023,10.3389/fmolb.2023.1184200,37664184,https://www.ifc.unam.mx/publicacion.php?scopus=85169606888,True,2669,296,1.1257441,2.7987556,pub_296_5ef373ad
The proteomic effects of ketone bodies: implications for proteostasis and brain proteinopathies,"García-Velázquez, L., & Massieu, L.","Frontiers in Molecular Neuroscience, 16",2023,10.3389/fnmol.2023.1214092,37575967,https://www.ifc.unam.mx/publicacion.php?scopus=85167579533,True,2383,297,5.4257298,4.1834817,pub_297_644a1281
Extracellular vesicles from neural progenitor cells promote functional recovery after stroke in mice with pharmacological inhibition of neurogenesis,"Campero-Romero, A. N., Real, F. H., Santana-Martínez, R. A., Molina-Villa, T., Aranda, C., Ríos-Castro, E., & Tovar-y-Romo, L. B.","Cell Death Discovery, 9(1)",2023,10.1038/s41420-023-01561-4,37507361,https://www.ifc.unam.mx/publicacion.php?scopus=85165950593,True,1745,298,6.1133265,2.5598857,pub_298_8bbedbe9
"Editorial: Innate lymphoid cell development, migration, and function","Henao-Mejía, J., Crispín, J. C., & Licona-Limón, P.","Frontiers in Immunology, 14",2023,10.3389/fimmu.2023.1242754,37469516,https://www.ifc.unam.mx/publicacion.php?scopus=85165143658,True,94,299,3.8234305,0.25011298,pub_299_f3926dc3
Voltage-gated sodium channels: from roles and mechanisms in the metastatic cell behavior to clinical potential as therapeutic targets,"Sanchez-Sandoval, A. L., Hernández-Plata, E., & Gomora, J. C.","Frontiers in Pharmacology, 14",2023,10.3389/fphar.2023.1206136,37456756,https://www.ifc.unam.mx/publicacion.php?scopus=85165051932,True,1530,300,3.5296602,6.819519,pub_300_f8cf76dd
Morphological characteristics of astrocytes of the fastigial nucleus,"Martínez-Mendoza, M. L., Rodríguez-Arzate, C. A., Gómez-González, G. B., Rosas-Arellano, A., & Martínez-Torres, A.","Heliyon, 9(7), e18006",2023,10.1016/j.heliyon.2023.e18006,37483700,https://www.ifc.unam.mx/publicacion.php?scopus=85164407132,True,914,301,6.948049,2.0165088,pub_301_b2269f20
Spatiotemporal regulation of the BarA/UvrY two-component signaling system,"Contreras, F. U., Camacho, M. I., Pannuri, A., Romeo, T., Alvarez, A. F., & Georgellis, D.","Journal of Biological Chemistry, 299(6), 104835",2023,10.1016/j.jbc.2023.104835,37201582,https://www.ifc.unam.mx/publicacion.php?scopus=85161643881,True,987,302,1.5433943,2.087213,pub_302_67b29c7f
Prevalence of hypertensive phase and outcomes in patients with Ahmed valve implantation at one year of follow-up and evaluation of associated risk factors,"Neaves-Mendez, J., Hernandez-Oteyza, A., Alvarez-Ascencio, D., Campos-Martinez, G., & Jimenez-Roman, J.","Indian Journal of Ophthalmology, 71(5), 1966?1971",2023,10.4103/ijo.ijo_2541_22,37203066,https://www.ifc.unam.mx/publicacion.php?scopus=85159771456,True,375,303,6.578284,5.406385,pub_303_dee006d1
The ARG8m Reporter for the Study of Yeast Mitochondrial Translation,"Flores-Mireles, D., Camacho-Villasana, Y., & Pérez-Martínez, X.","The Mitoribosome, 281?301",2023,10.1007/978-1-0716-3171-3_16,37166643,https://www.ifc.unam.mx/publicacion.php?scopus=85159389830,True,1200,304,2.593303,4.1106668,pub_304_276a97ed
JAKing up IL-9 expression in TH9 cells,"Muñoz-Paleta, O., & Licona-Limón, P.",Nature Immunology,2023,10.1038/s41590-023-01509-x,37142770,https://www.ifc.unam.mx/publicacion.php?scopus=85158060467,True,64,305,3.8389115,0.29046014,pub_305_19c9cb6d
"Lysophosphatidic acid receptor LPA1 trafficking and interaction with Rab proteins, as evidenced by Förster resonance energy transfer","Martínez-Morales, J. C., González-Ruiz, K. D., Romero-Ávila, M. T., Rincón-Heredia, R., Reyes-Cruz, G., & García-Sáinz, J. A.","Molecular and Cellular Endocrinology, 570, 111930",2023,10.1016/j.mce.2023.111930,37054840,https://www.ifc.unam.mx/publicacion.php?scopus=85152382252,True,1228,306,5.0527363,5.2572165,pub_306_2b3af19a
A Strategy for the Study of IL-9-Producing Lymphoid Cells in the &lt;em&gt;Nippostrongylus brasiliensis&lt;/em&gt; Infection Model,"Muñoz-Paleta, O., Olguín-Martínez, E., Ruiz-Medina, B. E., Alonso-Quintana, A., Marcial-Medina, M. C., & Licona-Limón, P.","Journal of Visualized Experiments, 193",2023,10.3791/64075,36939240,https://www.ifc.unam.mx/publicacion.php?scopus=85150751733,True,1568,307,3.7515333,0.11077481,pub_307_279d9310
Transforming experiences: Neurobiology of memory updating/editing,"Osorio-Gómez, D., Miranda, M. I., Guzmán-Ramos, K., & Bermúdez-Rattoni, F.","Frontiers in Systems Neuroscience, 17",2023,10.3389/fnsys.2023.1103770,36896148,https://www.ifc.unam.mx/publicacion.php?scopus=85149660202,True,1183,308,8.133961,3.3654816,pub_308_0eabd146
Inhibition of hippocampal palmitoyl acyltransferase activity impairs spatial learning and memory consolidation,"Urrego-Morales, O., Gil-Lievana, E., Ramirez-Mejia, G., Francisco Rodríguez-Durán, L., Lilia Escobar, M., Delint-Ramirez, I., & Bermúdez-Rattoni, F.","Neurobiology of Learning and Memory, 200, 107733",2023,10.1016/j.nlm.2023.107733,36804592,https://www.ifc.unam.mx/publicacion.php?scopus=85149068286,True,1526,309,8.025267,3.4578187,pub_309_1c88c7d3
Recombinant Escherichia coli BL21 with LngA Variants from ETEC E9034A Promotes Adherence to HT-29 Cells,"Espinosa-Mazariego, K., Saldaña-Ahuactzi, Z., Ochoa, S. A., González-Pedrajo, B., Cevallos, M. A., Rodríguez-Martínez, R., Romo-Castillo, M., Hernández-Castro, R., Cruz-Córdova, A., & Xicohtencatl-Cortes, J.","Pathogens, 12(2), 337",2023,10.3390/pathogens12020337,36839609,https://www.ifc.unam.mx/publicacion.php?scopus=85148715969,True,332,310,1.2246711,1.6739435,pub_310_6d364d4c
A subfraction obtained from the venom of the tarantula Poecilotheria regalis contains inhibitor cystine knot peptides and induces relaxation of rat aorta by inhibiting L-type voltage-gated calcium channels,"Díaz-Peña, L. F., Daniela, T.-O., Aguilar, M. B., Luis, E., Lazcano-Pérez, F., Arreguín-Espinosa, R., Hernandez-Cruz, A., Ibarra-Alvarado, C., & García-Arredondo, A.","Toxicon: X, 18, 100151",2023,10.1016/j.toxcx.2023.100151,36873112,https://www.ifc.unam.mx/publicacion.php?scopus=85148675546,True,1807,311,4.24099,6.1939993,pub_311_920d1fd4
Molecular Physiology of TRPV Channels: Controversies and Future Challenges,"Rosenbaum, T., & Islas, L. D.","Annual Review of Physiology, 85(1), 293?316",2023,10.1146/annurev-physiol-030222-012349,36763971,https://www.ifc.unam.mx/publicacion.php?scopus=85147892415,True,964,312,4.3127146,6.801954,pub_312_1f96e4d7
CD24+CD44+CD54+EpCAM+ gastric cancer stem cells predict tumor progression and metastasis: clinical and experimental evidence,"Gómez-Gallegos, A. A., Ramírez-Vidal, L., Becerril-Rico, J., Pérez-Islas, E., Hernandez-Peralta, Z. J., Toledo-Guzmán, M. E., García-Carrancá, A., Langley, E., Hernández-Guerrero, A., López-Casillas, F., Herrera-Goepfert, R., Oñate-Ocaña, L. F., & Ortiz-Sánchez, E.","Stem Cell Research &amp; Therapy, 14(1)",2023,10.1186/s13287-023-03241-7,36737794,https://www.ifc.unam.mx/publicacion.php?scopus=85147366620,True,872,313,4.1883745,1.9138743,pub_313_6ef64858
Dexamethasone-Induced Fatty Acid Oxidation and Autophagy/Mitophagy Are Essential for T-ALL Glucocorticoid Resistance,"Olivas-Aguirre, M., Pérez-Chávez, J., Torres-López, L., Hernández-Cruz, A., Pottosin, I., & Dobrovinskaya, O.","Cancers, 15(2), 445",2023,10.3390/cancers15020445,36672393,https://www.ifc.unam.mx/publicacion.php?scopus=85146826201,True,1553,314,3.190593,4.1313896,pub_314_4101ea88
Nucleophagy contributes to genome stability through degradation of type II topoisomerases A and B and nucleolar components,"Muciño-Hernández, G., Acevo-Rodríguez, P. S., Cabrera-Benitez, S., Guerrero, A. O., Merchant-Larios, H., & Castro-Obregón, S.","Journal of Cell Science, 136(1)",2023,10.1242/jcs.260563,36633090,https://www.ifc.unam.mx/publicacion.php?scopus=85146141081,True,1199,315,4.167558,2.9891307,pub_315_c7226bd1
Chromatin Structure from Development to Ageing,"Ayala-Guerrero, L., Claudio-Galeana, S., Furlan-Magaril, M., & Castro-Obregón, S.","Subcellular Biochemistry, 7?51",2023,10.1007/978-3-031-21410-3_2,36600128,https://www.ifc.unam.mx/publicacion.php?scopus=85145516222,True,939,316,3.7605035,2.6901343,pub_316_4324b326
Deregulation of interferon-gamma receptor 1 expression and its implications for lung adenocarcinoma progression,"Tecalco-Cruz, AC, Medina-Abreu, KH, Oropeza-Martínez, E, Zepeda-Cervantes, J, Vázquez-Macías, A & Macías-Silva, M.","World Journal Of Clinical Oncology, 15(2), 2218-4333",2024,10.5306/wjco.v15.i2.195,38455133,https://www.ifc.unam.mx/publicacion.php?ut=001181241600011,True,1059,317,3.5604818,1.0737714,pub_317_b27b7598
"Altered Expression of Thyroid- and Calcium Ion Channels-Related Genes in Rat Testes by Short-Term Exposure to Commercial Herbicides Paraquat or 2,4-D","Luis, E., Conde-Maldonado, V., García-Nieto, E., Juárez-Santacruz, L., Alvarado, M., & Anaya-Hernández, A.","Journal of Xenobiotics, 14(4), 1450?1464",2024,10.3390/jox14040081,39449422,https://www.ifc.unam.mx/publicacion.php?scopus=85213518897,True,1915,318,4.086678,4.9237943,pub_318_c55ba1d3
Regulation of Catalase Expression and Activity by DhHog1 in the Halotolerant Yeast Debaryomyces hansenii Under Saline and Oxidative Conditions,"de la Fuente-Colmenares, I., González, J., Sánchez, N. S., Ochoa-Gutiérrez, D., Escobar-Sánchez, V., & Segal-Kischinevzky, C.","Journal of Fungi, 10(11), 740",2024,10.3390/jof10110740,39590660,https://www.ifc.unam.mx/publicacion.php?scopus=85210575662,True,1415,319,1.6742985,4.1842027,pub_319_8fb75135
Crucial role for sensory nerves and Na/H exchanger inhibition in dapagliflozin- and empagliflozin-induced arterial relaxation,"Forrester, E. A., Benítez-Angeles, M., Redford, K. E., Rosenbaum, T., Abbott, G. W., Barrese, V., Dora, K., Albert, A. P., Dannesboe, J., Salles-Crawley, I., Jepps, T. A., & Greenwood, I. A.","Cardiovascular Research, 120(14), 1811?1824",2024,10.1093/cvr/cvae156,39056245,https://www.ifc.unam.mx/publicacion.php?scopus=85210478153,True,657,320,5.5856686,5.227939,pub_320_5a5dc19d
"Identification of an ArgR-controlled promoter within the outermost region of the IS
            10
            R mobile element","Vázquez-Ciros, O. J., Alvarez, A. F., & Georgellis, D.","Journal of Bacteriology, 206(11)",2024,10.1128/jb.00264-24,39480091,https://www.ifc.unam.mx/publicacion.php?scopus=85210453722,True,1370,321,1.2796139,1.9101454,pub_321_c44815c4
Roles for TRPV4 in disease: A discussion of possible mechanisms,"Hernández-Vega, A. M., García-Villegas, R., & Rosenbaum, T.","Cell Calcium, 124, 102972",2024,10.1016/j.ceca.2024.102972,39609180,https://www.ifc.unam.mx/publicacion.php?scopus=85210381334,True,1424,322,4.407145,6.5833097,pub_322_e026c716
A continuum from predictive to online feedback in visuomotor interception,"Márquez, I., Lemus, L., & Treviño, M.",European Journal of Neuroscience,2024,10.1111/ejn.16628,39603981,https://www.ifc.unam.mx/publicacion.php?scopus=85210372994,True,1565,323,8.169662,2.1016755,pub_323_e97a524c
Molecular interplay between the upregulated levels of Sad1 and UNC84 Domain Containing 2 (SUN2) and gene expression in medulloblastoma cells,"Tecalco-Cruz, A. C., Macías-Silva, M., Sosa-Garrocho, M., Poot-Hernández, A. C., Peralta-Alvarez, C. A., Ramírez-Jarquín, J. O., Cortes-González, C. C., Figueroa-Rivera, L., & López-Camarillo, C.","Molecular Biology Reports, 51(1)",2024,10.1007/s11033-024-10078-7,39560853,https://www.ifc.unam.mx/publicacion.php?scopus=85209792025,True,743,324,4.1881227,2.6764665,pub_324_2e4731ce
The Neurobehavioral State hypothesis,"Ontiveros-Araiza, L. F.","BioSystems, 247, 105361",2025,10.1016/j.biosystems.2024.105361,39521269,https://www.ifc.unam.mx/publicacion.php?scopus=85209255453,True,1564,325,8.337722,1.8316549,pub_325_dee07615
Intracellular Mg2+ concentrations are differentially regulated in the sperm head and mid?piece in acrosome reaction inducing conditions,"Sánchez?Cárdenas, C., De la Vega?Beltrán, J. L., Weber, W. D., Orta, G., Sánchez?Guevara, Y., Hernández?Cruz, A., Darszon, A., & Visconti, P. E.","The FASEB Journal, 38(21)",2024,10.1096/fj.202401243r,39530594,https://www.ifc.unam.mx/publicacion.php?scopus=85208783445,True,1619,326,4.064091,4.8100467,pub_326_55c9da2d
The use of induced pluripotent stem cells as a platform for the study of depression,"Villafranco, J., Martínez-Ramírez, G., Magaña-Maldonado, R., González-Ruvalcaba, A. P., López-Ornelas, A., Velasco, I., Becerril-Villanueva, E., Pavón, L., Estudillo, E., & Pérez-Sánchez, G.","Frontiers in Psychiatry, 15",2024,10.3389/fpsyt.2024.1470642,39444629,https://www.ifc.unam.mx/publicacion.php?scopus=85206996788,True,1073,327,6.3923054,2.4972272,pub_327_9f73a186
"Diabetes mellitus and female sexual response: what do animal models tell us? Sexual Medicine Reviews, 12(4), 542?550","Hernández-Munive, A. K., Molina-Leonor, M. B., Ayala-González, B. D., Vázquez-Andrade, J., Medina-Nieto, A., & Fernández-Guasti, A.",https://doi,2024,10.1093/sxmrev/qeae044,38879347,https://www.ifc.unam.mx/publicacion.php?scopus=85206306992,True,285,328,6.8748207,4.8384585,pub_328_c1d428ed
Zinc and selenium supplementation on treated HIV-infected individuals induces changes in body composition and on the expression of genes responsible of naïve CD8+ T cells function,"Osuna-Padilla, I. A., Rodríguez-Moguel, N. C., Aguilar-Vargas, A., Tolentino-Dolores, M., Perichart-Perera, O., Ahumada-Topete, V., Ávila-Ríos, S., Soto-Nava, M., Diaz-Rivera, D., De León-Lara, E., Wilson-Verdugo, M., & Briceño, O.","Frontiers in Nutrition, 11",2024,10.3389/fnut.2024.1417975,39351495,https://www.ifc.unam.mx/publicacion.php?scopus=85205385433,True,867,329,3.6837327,0.51509786,pub_329_b0216fbd
A New Real-Time Simple Method to Measure the Endogenous Nitrate Reductase Activity (Nar) in Paracoccus denitrificans and Other Denitrifying Bacteria,"García-Trejo, J. J., Rojas-Alcantar, S., Alonso-Vargas, M., Ortega, R., Benítez-Guzmán, A., Ramírez-Silva, L., Pavón, N., Peña-Segura, C., Méndez-Romero, O., Uribe-Carvajal, S., & Cadena-Ramírez, A.","International Journal of Molecular Sciences, 25(18), 9770",2024,10.3390/ijms25189770,39337258,https://www.ifc.unam.mx/publicacion.php?scopus=85205248617,True,1477,330,1.038124,2.968369,pub_330_9772d4ea
"In Rhodotorula mucilaginosa, active oxidative metabolism increases carotenoids to inactivate excess reactive oxygen species","Mosqueda-Martínez, E., Chiquete-Félix, N., Castañeda-Tamez, P., Ricardez-García, C., Gutiérrez-Aguilar, M., Uribe-Carvajal, S., & Mendez-Romero, O.","Frontiers in Fungal Biology, 5",2024,10.3389/ffunb.2024.1378590,39309729,https://www.ifc.unam.mx/publicacion.php?scopus=85204700655,True,1697,331,1.7486327,4.0135465,pub_331_d28a5f7f
Microglia in physiological conditions and the importance of understanding their homeostatic functions in the arcuate nucleus,"Guzmán-Ruíz, M. A., Guerrero Vargas, N. N., Ramírez-Carreto, R. J., González-Orozco, J. C., Torres-Hernández, B. A., Valle-Rodríguez, M., Guevara-Guzmán, R., & Chavarría, A.","Frontiers in Immunology, 15",2024,10.3389/fimmu.2024.1392077,39295865,https://www.ifc.unam.mx/publicacion.php?scopus=85204288064,True,1446,332,7.034198,4.24684,pub_332_1c9ae63c
